ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
12,Chương_1_Tiết 11 Lợi ích và Phương thức giao dịch,1,1,"Khi đăng ký gian hàng trên Tmall Global (thuộc Alibaba), yêu cầu nào sau đây là bắt buộc đối với thương hiệu nước ngoài?",Phải có kho hàng tại Mỹ.,Phải chứng minh quyền sở hữu thương hiệu.,Chỉ được bán hàng cũ.,Không cần giấy phép kinh doanh.,B,Phải chứng minh quyền sở hữu thương hiệu.,"Để đảm bảo chất lượng, Tmall Global yêu cầu nhà bán hàng phải chứng minh họ sở hữu thương hiệu hoặc có quyền phân phối hợp pháp."
13,Chương_1_Tiết 11 Lợi ích và Phương thức giao dịch,1,1,"Phương thức ""Group Purchasing"" (Mua chung) trên sàn giao dịch giúp các doanh nghiệp nhỏ (SMEs) đạt được điều gì?",Tăng giá mua đầu vào.,Chiết khấu số lượng (Quantity discounts).,Giảm chất lượng hàng hóa.,Mua hàng lẻ tẻ giá cao.,B,Chiết khấu số lượng (Quantity discounts).,"Bằng cách gom nhu cầu lại với nhau trên sàn (Aggregation), các doanh nghiệp nhỏ có thể đạt được lợi thế mua sắm số lượng lớn để nhận chiết khấu giá tốt."
14,Chương_1_Tiết 11 Lợi ích và Phương thức giao dịch,1,1,"Tại sao các sàn giao dịch thường cung cấp dịch vụ ""Escrow"" (Ký quỹ) trong quy trình giao dịch?",Để tăng lợi nhuận cho sàn.,Để đảm bảo an toàn thanh toán cho hai bên.,Để trì hoãn việc giao hàng.,Để trốn thuế chính phủ.,B,Để đảm bảo an toàn thanh toán cho hai bên.,"Dịch vụ Escrow giữ tiền của người mua và chỉ chuyển cho người bán khi người mua đã nhận và chấp nhận hàng, giúp giải quyết vấn đề thiếu lòng tin."
15,Chương_1_Tiết 11 Lợi ích và Phương thức giao dịch,1,1,"Trong bối cảnh Sàn giao dịch B2B, sự khác biệt chính giữa mô hình ""Spot Buying"" (Mua ngay) và ""Strategic Sourcing"" (Tìm nguồn chiến lược) là gì?",Spot Buying dùng cho hợp đồng dài hạn.,Spot Buying dùng cho nhu cầu đột xuất theo giá thị trường.,Strategic Sourcing luôn có giá cao hơn.,Cả hai đều không dùng Catalog.,B,Spot Buying dùng cho nhu cầu đột xuất theo giá thị trường.,"Spot buying (mua ngay) là mua hàng hóa khi cần thiết đột xuất với giá thị trường tại thời điểm đó (thường qua sàn/đấu giá), khác với mua chiến lược theo hợp đồng dài hạn."
16,Chương_1_Tiết 11 Lợi ích và Phương thức giao dịch,1,1,"Một rủi ro tiềm ẩn của phương thức ""Đấu giá ngược"" (Reverse Auction) đối với mối quan hệ nhà cung cấp là gì?",Tăng sự trung thành của nhà cung cấp.,Làm xói mòn lòng tin và chỉ tập trung vào giá.,Nhà cung cấp có lãi suất cao hơn.,Giảm cạnh tranh giữa các nhà cung cấp.,B,Làm xói mòn lòng tin và chỉ tập trung vào giá.,"Đấu giá ngược ép giá nhà cung cấp xuống mức thấp nhất, có thể làm tổn hại đến mối quan hệ đối tác lâu dài và khiến nhà cung cấp chỉ chú trọng cắt giảm chất lượng để có giá rẻ."
17,Chương_1_Tiết 11 Lợi ích và Phương thức giao dịch,1,1,"Tại sao ""Khối lượng tới hạn"" (Critical Mass) lại là yếu tố sống còn đối với sự thành công của một Sàn giao dịch công cộng?",Để làm chậm tốc độ website.,Để tạo thanh khoản và hiệu ứng mạng.,Để giảm chi phí phần mềm.,Để hạn chế số người tham gia.,B,Để tạo thanh khoản và hiệu ứng mạng.,"Sàn giao dịch cần đủ số lượng người mua và người bán (thanh khoản) để tạo ra giá trị; nếu không có thanh khoản (liquidity), sàn sẽ thất bại."
18,Chương_1_Tiết 11 Lợi ích và Phương thức giao dịch,1,1,Yếu tố nào sau đây KHÔNG phải là lợi ích của việc sử dụng Catalog điện tử so với Catalog giấy truyền thống?,Dễ dàng cập nhật giá và sản phẩm.,Khả năng tích hợp với quy trình đặt hàng.,Khó tìm kiếm sản phẩm hơn.,Có khả năng tùy biến cho từng khách hàng.,C,Khó tìm kiếm sản phẩm hơn.,"Catalog điện tử có khả năng tìm kiếm (search) và so sánh vượt trội hơn nhiều so với catalog giấy, do đó ""Khó tìm kiếm hơn"" là sai."
19,Chương_1_Tiết 11 Lợi ích và Phương thức giao dịch,1,1,"Trong mô hình ""Penny Auction"" (Đấu giá xu), nguồn thu chính của nhà tổ chức đấu giá đến từ đâu?",Chỉ từ giá bán cuối cùng của sản phẩm.,Phí đặt cược (bid fee) cho mỗi lần trả giá.,Tiền vận chuyển hàng hóa.,Tài trợ của chính phủ.,B,Phí đặt cược (bid fee) cho mỗi lần trả giá.,"Trong Penny Auction, người tham gia phải trả một khoản phí nhỏ cho mỗi lần đặt giá (bid). Tổng số tiền phí này thường lớn hơn nhiều so với giá trị sản phẩm."
20,Chương_1_Tiết 11 Lợi ích và Phương thức giao dịch,1,1,"Khi một doanh nghiệp đăng ký gian hàng trên sàn B2B quốc tế (như Alibaba), dịch vụ ""Verified Supplier"" (Nhà cung cấp đã xác thực) mang lại giá trị gì lớn nhất?",Được miễn phí hoa hồng mãi mãi.,Tăng độ tin cậy (Trust) với người mua quốc tế.,Được phép bán hàng giả.,Tự động giao hàng không cần kho.,B,Tăng độ tin cậy (Trust) với người mua quốc tế.,"Các dịch vụ xác thực (như Verified Supplier của Alibaba) giúp chứng minh sự tồn tại và năng lực hợp pháp của doanh nghiệp, giải quyết vấn đề thiếu lòng tin trong giao dịch xuyên biên giới."
1,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Khi xây dựng ý tưởng cho dự án TMĐT, yếu tố ""Đề xuất giá trị"" (Value Proposition) nhằm giải quyết vấn đề cốt lõi nào?",Lý do khách chọn bạn thay vì đối thủ.,Tổng số vốn cần đầu tư ban đầu.,Quy trình tuyển dụng nhân sự kho.,Danh sách các loại thuế phải đóng.,A,Lý do khách chọn bạn thay vì đối thủ.,"Đề xuất giá trị (Value Proposition) mô tả các lợi ích mà công ty cung cấp, giải thích tại sao khách hàng nên mua sản phẩm/dịch vụ đó để giải quyết vấn đề của họ thay vì chọn đối thủ cạnh tranh."
2,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Khi lập kế hoạch cho một gian hàng TMĐT mới, bước đầu tiên thường là gì?",Chạy quảng cáo ngay.,Xác định khách hàng mục tiêu.,Thuê nhân viên giao hàng.,Mua phần mềm đắt tiền.,B,Xác định khách hàng mục tiêu.,Xác định khách hàng mục tiêu và nhu cầu của họ là bước đầu tiên trong mô hình kinh doanh để tạo ra đề xuất giá trị phù hợp.
3,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,Mô hình phân tích SWOT thường được sử dụng trong bài tập nhóm để làm gì?,Tính toán thuế thu nhập.,Đánh giá điểm mạnh/yếu.,Thiết kế logo công ty.,Lập trình website.,B,Đánh giá điểm mạnh/yếu.,"SWOT là công cụ phân tích Điểm mạnh (Strengths), Điểm yếu (Weaknesses), Cơ hội (Opportunities) và Thách thức (Threats) để hoạch định chiến lược."
4,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,Chương 2 của học phần (nội dung tự học cho tuần sau) tập trung vào chủ đề gì?,Marketing điện tử.,Giao dịch điện tử.,An toàn thông tin.,Quản trị chuỗi cung ứng.,B,Giao dịch điện tử.,"Theo lộ trình, sau Chương 1 Tổng quan là Chương 2 về Giao dịch điện tử (Hợp đồng, Thanh toán)."
5,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Yếu tố ""C"" nào trong mô hình 6Cs đề cập đến việc tạo thuận lợi cho giao dịch?",Choice.,Convenience.,Content.,Customization.,B,Convenience.,"Convenience (Sự tiện lợi) đề cập đến việc làm cho quy trình mua sắm trở nên đơn giản, nhanh chóng và dễ dàng cho khách hàng."
6,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Để một nhóm làm việc hiệu quả trong bài tập A2.3, yếu tố nào là quan trọng nhất?",Chọn trưởng nhóm giỏi nhất.,Phân chia công việc hợp lý.,Chỉ làm việc cá nhân.,Không cần họp nhóm.,B,Phân chia công việc hợp lý.,Kỹ năng làm việc nhóm và khả năng lãnh đạo (phân chia công việc) là tiêu chí quan trọng trong rubric đánh giá bài tập nhóm.
7,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,Một gian hàng trên Shopee hay Lazada là ví dụ của mô hình nào?,Webstore riêng biệt.,Gian hàng trên E-marketplace.,Cổng thông tin (Portal).,Mạng riêng ảo (VPN).,B,Gian hàng trên E-marketplace.,"Shopee, Lazada là các Sàn giao dịch (E-marketplace/E-mall), nơi các gian hàng thuê không gian để kinh doanh."
8,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Khi phân tích một gian hàng thực tế, chỉ số ""Conversion Rate"" (Tỷ lệ chuyển đổi) cho biết điều gì?",Số lượng nhân viên bán hàng.,Tỷ lệ khách mua hàng trên tổng khách truy cập.,Tổng số lượt thích trên Facebook.,Chi phí vận chuyển trung bình.,B,Tỷ lệ khách mua hàng trên tổng khách truy cập.,"Tỷ lệ chuyển đổi đo lường phần trăm khách truy cập thực hiện hành động mong muốn (như mua hàng), phản ánh hiệu quả kinh doanh."
9,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Trong bài tập nhóm, khi chọn mô hình ""Dropshipping"", lợi ích lớn nhất về vận hành là gì?",Không cần giữ hàng tồn kho.,Lợi nhuận biên rất cao.,Kiểm soát hoàn toàn chất lượng.,Thời gian giao hàng nhanh nhất.,A,Không cần giữ hàng tồn kho.,"Dropshipping cho phép người bán không cần lưu kho, giảm rủi ro và chi phí vốn ban đầu, phù hợp cho các dự án khởi nghiệp sinh viên."
10,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"""Đề xuất giá trị trực tuyến"" (OVP) của một dự án TMĐT cần trả lời câu hỏi cốt lõi nào?",Website dùng màu gì?,Tại sao khách nên mua ở đây?,Máy chủ đặt ở đâu?,Ai là người lập trình web?,B,Tại sao khách nên mua ở đây?,"OVP (Online Value Proposition) xác định lý do tại sao khách hàng nên chọn mua từ bạn thay vì đối thủ, dựa trên lợi ích khác biệt."
11,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Để chuẩn bị cho bài ""Giao dịch điện tử"" (Chương 2), sinh viên cần tìm hiểu trước khái niệm nào?",SEO và SEM.,Hợp đồng điện tử.,Chuỗi cung ứng lạnh.,Livestream bán hàng.,B,Hợp đồng điện tử.,"Nội dung trọng tâm của Chương 2 bao gồm Hợp đồng điện tử và các quy trình giao kết, thanh toán."
12,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Khi phân tích đối thủ cạnh tranh trên sàn TMĐT, yếu tố nào dễ quan sát và so sánh nhất?",Lợi nhuận ròng.,Giá bán và đánh giá (Review).,Chi phí nhập hàng.,Lương nhân viên.,B,Giá bán và đánh giá (Review).,Giá cả và các đánh giá công khai của khách hàng là dữ liệu dễ tiếp cận nhất để so sánh năng lực cạnh tranh trên sàn.
13,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,Tại sao việc sử dụng các công cụ cộng tác như Google Docs/Trello lại được khuyến khích trong bài tập nhóm?,Để tăng độ phức tạp.,Để quản lý tiến độ và chia sẻ tài liệu.,Để thay thế hoàn toàn gặp mặt.,Để giám sát nhân viên.,B,Để quản lý tiến độ và chia sẻ tài liệu.,"Các công cụ này hỗ trợ cộng tác, theo dõi tiến độ và làm việc đồng thời trên tài liệu, giúp nhóm làm việc hiệu quả hơn."
14,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Trong tổng kết Chương 1, ""Mô hình 3 chiều"" dùng để phân loại điều gì của doanh nghiệp TMĐT?","Doanh thu, Chi phí, Lợi nhuận.","Mức độ số hóa (Sản phẩm, Quy trình, Giao hàng).",Quy mô nhân sự lớn hay nhỏ.,Số lượng chi nhánh bán lẻ.,B,"Mức độ số hóa (Sản phẩm, Quy trình, Giao hàng).","Ma trận 3 chiều phân loại mức độ số hóa của Sản phẩm, Quy trình và Đại lý giao hàng để xác định là TMĐT thuần túy hay bán phần."
15,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Khi lập kế hoạch TMĐT, rủi ro lớn nhất của việc phụ thuộc hoàn toàn vào một nền tảng thứ 3 (như Facebook) là gì?",Chi phí khởi tạo cao.,Mất quyền kiểm soát khi nền tảng thay đổi chính sách.,Không tiếp cận được khách hàng trẻ.,Phải tự xây dựng hệ thống thanh toán.,B,Mất quyền kiểm soát khi nền tảng thay đổi chính sách.,Phụ thuộc vào bên thứ 3 (như Facebook/Sàn) tạo ra rủi ro chiến lược khi nền tảng thay đổi thuật toán hoặc chính sách (như eBay/Facebook đã từng làm).
16,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Một dự án nhóm đề xuất mô hình ""C2B"" (Khách hàng bán cho Doanh nghiệp). Ví dụ nào phù hợp nhất?",Bán quần áo cũ trên Facebook.,Influencer bán dịch vụ quảng cáo cho nhãn hàng.,Công ty bán phần mềm cho chính phủ.,Siêu thị bán thực phẩm cho dân cư.,B,Influencer bán dịch vụ quảng cáo cho nhãn hàng.,Influencer (Cá nhân) sử dụng sức ảnh hưởng để cung cấp dịch vụ marketing cho Doanh nghiệp là một dạng C2B hiện đại.
17,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Trong bài tập phân tích gian hàng, nếu tỷ lệ ""Bỏ giỏ hàng"" (Cart Abandonment) cao, nguyên nhân kỹ thuật có thể là gì?",Giá sản phẩm quá cao.,Quy trình thanh toán quá phức tạp (nhiều bước).,Hình ảnh sản phẩm xấu.,Không có khuyến mãi.,B,Quy trình thanh toán quá phức tạp (nhiều bước).,"Quy trình checkout phức tạp, bắt buộc đăng ký tài khoản hoặc lỗi kỹ thuật là nguyên nhân hàng đầu khiến khách hàng bỏ dở việc thanh toán."
18,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Yếu tố nào sau đây là ""Tảng băng chìm"" (Phần khó thấy) quyết định sự thành bại của một dự án TMĐT?",Giao diện website đẹp.,Khả năng vận hành và Logistics (Fulfillment).,Số lượng người like fanpage.,Tên miền dễ nhớ.,B,Khả năng vận hành và Logistics (Fulfillment).,"Giao diện là phần nổi, nhưng hệ thống Fulfillment (xử lý đơn, kho bãi, giao hàng) là phần chìm quyết định trải nghiệm khách hàng và lợi nhuận."
19,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Tại sao mô hình ""Click-and-mortar"" thường bền vững hơn ""Pure-play"" trong giai đoạn hiện nay?",Vì không tốn chi phí thuê mặt bằng.,Tận dụng ưu thế đa kênh (Omnichannel).,Vì chỉ cần ít nhân viên hơn.,Vì không cần đầu tư công nghệ.,B,Tận dụng ưu thế đa kênh (Omnichannel).,"Click-and-mortar kết hợp ưu điểm của cả hai thế giới (trải nghiệm thực tế và tiện lợi số), tạo ra trải nghiệm đa kênh liền mạch mà Pure-play khó bắt chước."
20,Chương_1_Tiết 12 Thực hành và Làm việc nhóm,1,1,"Để chuẩn bị cho chủ đề ""Chữ ký số"" ở tuần sau, sinh viên cần hiểu tính chất pháp lý nào quan trọng nhất?",Tính thẩm mỹ của chữ ký.,Tính không thể chối bỏ (Non-repudiation).,Tốc độ ký nhanh.,Khả năng in ra giấy.,B,Tính không thể chối bỏ (Non-repudiation).,Giá trị cốt lõi của chữ ký số/điện tử là đảm bảo tính toàn vẹn và tính không thể chối bỏ (người ký không thể phủ nhận hành động của mình).
1,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Cơ sở pháp lý cốt lõi của môn học ngày hôm nay được căn cứ vào văn bản nào?,Bộ luật Dân sự và Hình sự được Quốc hội ban hành năm 2015,Luật Giao dịch điện tử được nhà nước chính thức công bố 2023,Bộ luật Thương mại quốc tế hiện đại được áp dụng cho toàn cầu,Các văn bản chỉ đạo thuộc ngành luật dân sự và luật thương mại,B,Luật Giao dịch điện tử được nhà nước chính thức công bố 2023,Đáp án chính xác là: Luật Giao dịch điện tử được nhà nước chính thức công bố 2023. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
2,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Thuật ngữ Click-wrap trong bài học mang ý nghĩa gì?,In toàn bộ ra thành văn bản giấy báo tài liệu trình đối tác,Ký tên trực tiếp bằng nét mực thật trên mặt giấy hợp đồng,Hành động người dùng thao tác Click để xác nhận sự đồng ý,Soạn thảo và đàm phán thông qua mạng máy tính không dây,C,Hành động người dùng thao tác Click để xác nhận sự đồng ý,Đáp án chính xác là: Hành động người dùng thao tác Click để xác nhận sự đồng ý. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
3,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Thông điệp dữ liệu được định nghĩa như thế nào theo Luật Giao dịch điện tử?,Các văn bản thư từ được thực hiện công tác in ấn bằng máy,Lời nói giao tiếp tiến hành hoạt động đàm phán trong phòng họp,Thông tin được tạo ra gửi đi và lưu trữ bằng Dữ liệu số trên mạng,Giấy tờ được đưa đến các chuyên viên công chứng viên để ký,C,Thông tin được tạo ra gửi đi và lưu trữ bằng Dữ liệu số trên mạng,Đáp án chính xác là: Thông tin được tạo ra gửi đi và lưu trữ bằng Dữ liệu số trên mạng. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
4,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Công thức cơ bản tạo nên một hợp đồng điện tử là gì?,Thỏa thuận miệng thông qua các cuộc gọi điện thoại đường dài,Sự Thỏa thuận của các bên cộng với được ghi nhận bằng Dữ liệu số,Sự Hứa hẹn cam kết và tiến hành đóng dấu đỏ của các cấp công ty,Bản Giao ước được các bên chuyển qua hình thức thư gửi bưu điện,B,Sự Thỏa thuận của các bên cộng với được ghi nhận bằng Dữ liệu số,Đáp án chính xác là: Sự Thỏa thuận của các bên cộng với được ghi nhận bằng Dữ liệu số. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
5,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Hợp đồng điện tử có giá trị pháp lý như thế nào so với hợp đồng truyền thống?,Nguy cơ rủi ro cao và giá trị Thấp hơn vì dễ làm giả mạo thẻ,Thẩm phán được phép và có toàn quyền từ chối bỏ tính hiệu lực,Hình thức này có giá trị hiệu lực Tương đương với văn bản giấy,Sở hữu quy định có mức giá trị cao hơn nhiều lần so bản in ấn,C,Hình thức này có giá trị hiệu lực Tương đương với văn bản giấy,Đáp án chính xác là: Hình thức này có giá trị hiệu lực Tương đương với văn bản giấy. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
6,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Trong các hình thức thể hiện của hợp đồng điện tử mô hình nào tự động hóa hoàn toàn?,Việc tiến hành Đàm phán qua hệ thống hộp thư Email của các cá nhân,Giao tiếp thông qua mạng Hệ thống dữ liệu trao đổi điện tử EDI B2B,Phương pháp sử dụng các Nút bấm để thực hiện xác nhận đồng ý thủ công,Đưa ra các Thông báo mang tính chất công khai trên một nền mạng lạ,B,Giao tiếp thông qua mạng Hệ thống dữ liệu trao đổi điện tử EDI B2B,Đáp án chính xác là: Giao tiếp thông qua mạng Hệ thống dữ liệu trao đổi điện tử EDI B2B. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
7,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Tính vô hình của hợp đồng điện tử thể hiện qua việc lưu trữ ở đâu?,Văn bản tệp tin được đưa và giữ trên hệ thống Nền tảng đám mây Cloud,Lưu giữ thành từng chồng trong các hệ thống Ngăn xếp tủ sắt văn phòng,Chứa trong các khu vực lưu trữ như Đĩa mềm của hệ thống máy tính cũ kỹ,Thể hiện qua hệ thống Sổ sách hồ sơ ghi chép tiến hành bằng tay mực đen,A,Văn bản tệp tin được đưa và giữ trên hệ thống Nền tảng đám mây Cloud,Đáp án chính xác là: Văn bản tệp tin được đưa và giữ trên hệ thống Nền tảng đám mây Cloud. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
8,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,"Đặc điểm ""tính phi biên giới"" mang lại lợi thế gì cho giao dịch số?",Cho phép thực hiện dễ dàng việc Ký kết diễn ra ở mức độ xuyên quốc gia,Mở ra khả năng tiến hành In ấn tài liệu văn bản với tốc độ cực kỳ nhanh,Làm giảm thiểu hạn mức và Tiết kiệm nguyên liệu mực in và giấy tờ vật lý,Cho phép các cấp quản trị tiến hành Quản lý nhân viên bán hàng tốt hơn nữa,A,Cho phép thực hiện dễ dàng việc Ký kết diễn ra ở mức độ xuyên quốc gia,Đáp án chính xác là: Cho phép thực hiện dễ dàng việc Ký kết diễn ra ở mức độ xuyên quốc gia. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
9,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Giao dịch điện tử thường cần sự tham gia của tối thiểu mấy bên?,Đây là hoạt động Chỉ cần một người thao tác được tính là theo hệ đơn phương,Quy trình có Hai người đóng vai mua và bán đối mặt nhau trên hệ tiếp xúc,Thị trường bắt buộc có Ba bên tham gia trong đó bao gồm một mạng trung gian,Mô hình hoạt động gồm Bốn công ty cùng nhau góp vốn làm ăn liên minh quốc tế,C,Thị trường bắt buộc có Ba bên tham gia trong đó bao gồm một mạng trung gian,Đáp án chính xác là: Thị trường bắt buộc có Ba bên tham gia trong đó bao gồm một mạng trung gian. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
10,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Công nghệ eKYC được sử dụng với mục đích chính là gì?,Tính năng ưu tiên được dùng để Xóa bỏ hoàn toàn hệ thống cũ có phát sinh lỗi,Đảm bảo hệ thống đạt mức Tăng tốc độ trên đường truyền mạng lưới quang độ,Bắt buộc trong quy trình của hệ thống với mục đích dùng để Định danh khách hàng,Nhằm hướng đến giá trị Cải thiện giao diện làm việc trên màn hình máy tính bàn lớn,C,Bắt buộc trong quy trình của hệ thống với mục đích dùng để Định danh khách hàng,Đáp án chính xác là: Bắt buộc trong quy trình của hệ thống với mục đích dùng để Định danh khách hàng. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
11,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,"Yếu tố nào được nhấn mạnh là ""Quan trọng nhất"" đối với điều kiện có hiệu lực của HĐĐT?",Hệ thống truyền tải phải đảm bảo được Tính nhanh chóng của nền mạng lưới quốc tế,Yếu tố then chốt và tiên quyết là phải cung cấp và bảo đảm Tính toàn vẹn của dữ liệu,Chức năng hữu dụng như Tính có khả năng cho ra bản in ấn trên giấy tờ dễ dàng hơn,Yếu tố bên ngoài như Giao diện người dùng được thiết kế đẹp mắt của các ứng dụng số,B,Yếu tố then chốt và tiên quyết là phải cung cấp và bảo đảm Tính toàn vẹn của dữ liệu,Đáp án chính xác là: Yếu tố then chốt và tiên quyết là phải cung cấp và bảo đảm Tính toàn vẹn của dữ liệu. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
12,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Tính toàn vẹn của hợp đồng điện tử bị phá vỡ khi nào?,Khi có một hành vi tác động bất hợp pháp làm cho file Dữ liệu bị cố tình chỉnh sửa,Khi người dùng là kế toán công ty vô tình xảy ra tình trạng quên mật khẩu tài khoản truy cập,Khi hai bên liên quan của hợp đồng cùng phát sinh lỗi quên ngày hệ thống thời gian ký tên,Trường hợp ngoại cảnh như việc máy tính đột ngột bị mất nguồn do điện lưới quốc gia ngắt,A,Khi có một hành vi tác động bất hợp pháp làm cho file Dữ liệu bị cố tình chỉnh sửa,Đáp án chính xác là: Khi có một hành vi tác động bất hợp pháp làm cho file Dữ liệu bị cố tình chỉnh sửa. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
13,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Hợp đồng truyền thống xác thực chủ yếu bằng phương thức nào?,Sử dụng công nghệ camera Nhận diện khuôn mặt sinh trắc học từng nhóm cá nhân,Chờ hệ thống cấp Mã bảo mật gửi qua hộp tin nhắn sms trên màn hình điện thoại,Công cụ văn phòng cơ bản nhất là Dùng nét Chữ ký bằng tay tươi và con dấu đỏ,Sử dụng thiết bị phần cứng bổ trợ như dây USB Token cung cấp mã hóa số hóa,C,Công cụ văn phòng cơ bản nhất là Dùng nét Chữ ký bằng tay tươi và con dấu đỏ,Đáp án chính xác là: Công cụ văn phòng cơ bản nhất là Dùng nét Chữ ký bằng tay tươi và con dấu đỏ. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
14,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Trong mô hình B2E hợp đồng điện tử được áp dụng giữa các đối tượng nào?,Mối quan hệ giao kết giữa Doanh nghiệp và với các nhóm tập đoàn đối tác đầu tư chiến lược,Mối quan hệ nội bộ dùng để thực hiện giao ước giữa quản lý Công ty và với lực lượng nhân viên,Mối quan hệ buôn bán giữa chuỗi mạng Cửa hàng kinh doanh bán lẻ với những nhóm khách hàng mới,Mối quan hệ nhà nước quy kết giữa Tổ chức chính quyền và khối các doanh nghiệp mạng công ty nọ,B,Mối quan hệ nội bộ dùng để thực hiện giao ước giữa quản lý Công ty và với lực lượng nhân viên,Đáp án chính xác là: Mối quan hệ nội bộ dùng để thực hiện giao ước giữa quản lý Công ty và với lực lượng nhân viên. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
15,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,Bước đầu tiên trong quy trình 5 bước chuẩn của hệ sinh thái eContract là gì?,Công ty Tốn thời gian chờ đợi bên đối tác tiến hành hoạt động ký tên duyệt số liệu kĩ thuật,Hoạt động sử dụng phần mềm để tiến hành công đoạn đẩy Tải toàn bộ tệp tài liệu PDF đi lên,Người dùng phải mở camera trên máy Quét khuôn mặt để cung cấp bằng chứng xác thực sinh trắc liền,Hai bên kết nối và thực thi Giao kết mạng lưới và để tải toàn bộ các tệp thông tin tài liệu này,B,Hoạt động sử dụng phần mềm để tiến hành công đoạn đẩy Tải toàn bộ tệp tài liệu PDF đi lên,Đáp án chính xác là: Hoạt động sử dụng phần mềm để tiến hành công đoạn đẩy Tải toàn bộ tệp tài liệu PDF đi lên. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
16,Module 1. Giao kết và Quy trình hợp đồng điện tử,1,1,"Thiết lập ""luồng ký"" trong phần mềm eContract mang ý nghĩa gì?",Hành động lập trình ra cơ cấu Thiết lập thứ tự của người có thẩm quyền sẽ đảm nhiệm ký duyệt,Cơ chế mở cho phép người tham gia được đặc quyền Chỉnh sửa nội dung file pdf một cách thoải mái nhất,Hệ thống tự động vận hành lệnh để kích hoạt Gửi hàng loạt thông báo cho thư mục khách hàng cũ,Cấp quyền tối cao cho trưởng nhóm để tiến hành Xóa bỏ đi những hợp đồng lỗi lưu trữ đĩa vật cứng,A,Hành động lập trình ra cơ cấu Thiết lập thứ tự của người có thẩm quyền sẽ đảm nhiệm ký duyệt,Đáp án chính xác là: Hành động lập trình ra cơ cấu Thiết lập thứ tự của người có thẩm quyền sẽ đảm nhiệm ký duyệt. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
